"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation","minusLog10P","minusLog10FDR","Mean_expression","log2Mean_expression","Direction"
"ASNS","Mock","ZIKV",52.0919,225.033,2.111,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,138.56245,7.12476701895895,"Up in ZIKV"
"VEGFA","Mock","ZIKV",12.4628,54.1793,2.12011,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,33.32105,5.10102178544687,"Up in ZIKV"
"CTH","Mock","ZIKV",4.43016,19.2695,2.12089,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,11.84983,3.68367736794237,"Up in ZIKV"
"CARS","Mock","ZIKV",23.075,100.59,2.12408,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,61.8325,5.97343907853414,"Up in ZIKV"
"KCNE2","Mock","ZIKV",0.608671,2.69304,2.1455,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.6508555,1.40645803002591,"Up in ZIKV"
"PCK2","Mock","ZIKV",2.84455,12.9623,2.18805,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,7.903425,3.15436042371818,"Up in ZIKV"
"NR3C2","Mock","ZIKV",0.145518,0.663687,2.18931,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.4046025,0.490161908085508,"Up in ZIKV"
"MTHFD2","Mock","ZIKV",20.1732,94.9895,2.23532,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,57.58135,5.87236953521737,"Up in ZIKV"
"TRIB3","Mock","ZIKV",5.94568,28.0405,2.2376,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,16.99309,4.16937106051337,"Up in ZIKV"
"KLF5","Mock","ZIKV",0.385202,1.87422,2.2826,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.129711,1.09065767122357,"Up in ZIKV"
"FAM129A","Mock","ZIKV",0.351848,1.71845,2.28808,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.035149,1.02513442284134,"Up in ZIKV"
"CDC42EP1","Mock","ZIKV",0.865481,4.41466,2.35073,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.6400705,1.86396639246118,"Up in ZIKV"
"KLF15","Mock","ZIKV",2.85013,14.696,2.36633,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,8.773065,3.28881108694723,"Up in ZIKV"
"HERPUD1","Mock","ZIKV",22.7461,118.833,2.38525,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,70.78955,6.16570194923652,"Up in ZIKV"
"ARHGAP9","Mock","ZIKV",0.347537,1.87155,2.42899,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.1095435,1.07693083706531,"Up in ZIKV"
"SLC7A5","Mock","ZIKV",23.9931,130.452,2.44283,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,77.22255,6.28951266256637,"Up in ZIKV"
"SELPLG","Mock","ZIKV",0.198417,1.10411,2.47628,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.6512635,0.723570356356849,"Up in ZIKV"
"XBP1","Mock","ZIKV",26.8835,150.39,2.48392,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,88.63675,6.48601843624032,"Up in ZIKV"
"INHBE","Mock","ZIKV",0.578206,3.2351,2.48416,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.906653,1.53935885095126,"Up in ZIKV"
"BHLHE40","Mock","ZIKV",1.19032,6.74644,2.50278,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.96838,2.31277552040821,"Up in ZIKV"
"RELB","Mock","ZIKV",0.607664,3.4895,2.52167,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.048582,1.60813835176848,"Up in ZIKV"
"FOSL1","Mock","ZIKV",0.519074,3.03201,2.54626,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.775542,1.47276952438512,"Up in ZIKV"
"SLC7A11","Mock","ZIKV",2.87422,16.9325,2.55855,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.90336,3.4467008820327,"Up in ZIKV"
"ULBP1","Mock","ZIKV",1.35929,8.58462,2.6589,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.971955,2.57820329448762,"Up in ZIKV"
"DDR2","Mock","ZIKV",0.316819,2.03434,2.68283,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.1755795,1.12139973678658,"Up in ZIKV"
"AQPEP","Mock","ZIKV",0.214698,1.42058,2.72609,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.817639,0.862065695337587,"Up in ZIKV"
"ADM2","Mock","ZIKV",0.512443,3.41852,2.73791,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.9654815,1.5682663716394,"Up in ZIKV"
"IL20RB","Mock","ZIKV",0.592619,3.9674,2.74302,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.2800095,1.71369999337477,"Up in ZIKV"
"STC2","Mock","ZIKV",0.845712,6.11647,2.85446,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.481091,2.16385002439617,"Up in ZIKV"
"DDIT3","Mock","ZIKV",14.8864,114.376,2.94172,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,64.6312,6.0363099064468,"Up in ZIKV"
"CREB3L1","Mock","ZIKV",0.328817,2.57961,2.9718,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.4542135,1.2952607591855,"Up in ZIKV"
"CHAC1","Mock","ZIKV",4.96756,39.4118,2.98802,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,22.18968,4.53541100691102,"Up in ZIKV"
"SEC24D","Mock","ZIKV",1.93693,16.2261,3.06648,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.081515,3.33364055106169,"Up in ZIKV"
"CEBPB","Mock","ZIKV",2.75768,23.4179,3.08608,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,13.08779,3.81637340375908,"Up in ZIKV"
"BHLHE41","Mock","ZIKV",0.0717453,0.763637,3.41193,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.41769115,0.503543269604792,"Up in ZIKV"
"TNFRSF14","Mock","ZIKV",0.143098,1.56024,3.4467,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.851669,0.888826228869615,"Up in ZIKV"
"OR51E2","Mock","ZIKV",0.914167,0.109813,-3.05742,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,0.51199,0.596448597893564,"Down in ZIKV"
"C2orf48","Mock","ZIKV",4.19704,1.21462,-1.78887,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,2.70583,1.88979670117567,"Down in ZIKV"
"EFCAB3","Mock","ZIKV",1.72544,0.533049,-1.69462,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,1.1292445,1.09034162319759,"Down in ZIKV"
"WDR16","Mock","ZIKV",1.14236,0.378438,-1.59389,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,0.760399,0.815902457318029,"Down in ZIKV"
"MNS1","Mock","ZIKV",5.41986,1.93083,-1.48904,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,3.675345,2.22507282733708,"Down in ZIKV"
"CTSH","Mock","ZIKV",1.89769,0.740146,-1.35836,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,1.318918,1.21345180528578,"Down in ZIKV"
"INHBB","Mock","ZIKV",0.865854,0.344949,-1.32774,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,0.6054015,0.682934150693764,"Down in ZIKV"
"CES4A","Mock","ZIKV",1.49431,0.597028,-1.32361,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,1.045669,1.03257272832369,"Down in ZIKV"
"FAM92B","Mock","ZIKV",1.59491,0.641258,-1.3145,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,1.118084,1.08275980556272,"Down in ZIKV"
"CHURC1","Mock","ZIKV",12.9149,5.2208,-1.30669,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,9.06785,3.33168372207416,"Down in ZIKV"
"PCED1A","Mock","ZIKV",37.034,15.2528,-1.27978,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,26.1434,4.76252953988563,"Down in ZIKV"
"EME2","Mock","ZIKV",3.2724,1.35534,-1.27169,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,2.31387,1.72851700810131,"Down in ZIKV"
"RAD54L","Mock","ZIKV",8.81591,3.7405,-1.23688,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,6.278205,2.86358268711228,"Down in ZIKV"
"SCN4B","Mock","ZIKV",0.80288,0.358081,-1.1649,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,0.5804805,0.660363235351968,"Down in ZIKV"
"TMSB15B","Mock","ZIKV",30.6601,13.7455,-1.1574,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,22.2028,4.53622700810092,"Down in ZIKV"
"PTPLA","Mock","ZIKV",2.98355,1.3968,-1.09491,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,2.190175,1.6736355665316,"Down in ZIKV"
"CLEC11A","Mock","ZIKV",3.57016,1.71619,-1.05678,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,2.643175,1.86519629663664,"Down in ZIKV"
"IFITM2","Mock","ZIKV",8.6854,4.28476,-1.01938,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV",4,3.21647492582136,6.48508,2.90401773578757,"Down in ZIKV"
"FAS","Mock","ZIKV",1.68872,3.93345,1.21986,1e-04,"yes",0.000607470334412082,"Up_in_ZIKV",4,3.21647492582136,2.811085,1.9302017854555,"Up in ZIKV"
"EFCAB4B","Mock","ZIKV",0.239147,0.843297,1.81814,1e-04,"yes",0.000607470334412082,"Up_in_ZIKV",4,3.21647492582136,0.541222,0.624074684845092,"Up in ZIKV"
"SCN1B","Mock","ZIKV",1.4483,0.449203,-1.68892,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,0.9487515,0.962550133399893,"Down in ZIKV"
"LOC282997","Mock","ZIKV",1.62039,0.708309,-1.19389,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,1.1643495,1.1139334849335,"Down in ZIKV"
"SLC39A8","Mock","ZIKV",1.21779,0.540772,-1.17118,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,0.879281,0.910180802253662,"Down in ZIKV"
"SHMT1","Mock","ZIKV",9.5259,4.39305,-1.11663,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,6.959475,2.99267327500572,"Down in ZIKV"
"WDR49","Mock","ZIKV",1.49017,0.687813,-1.11539,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,1.0889915,1.06280662216433,"Down in ZIKV"
"HTR7P1","Mock","ZIKV",0.742192,0.358416,-1.05016,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,0.550304,0.632551142137569,"Down in ZIKV"
"C2orf16","Mock","ZIKV",0.690785,0.34132,-1.01711,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,0.5160525,0.600319714048708,"Down in ZIKV"
"LOC143666","Mock","ZIKV",2.14344,1.06139,-1.01397,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,1.602415,1.37985104303243,"Down in ZIKV"
"NAGPA","Mock","ZIKV",2.62362,1.30827,-1.00389,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV",3.82390874094432,3.05489604983526,1.965945,1.56849184493922,"Down in ZIKV"
"RNF217","Mock","ZIKV",0.877218,1.87759,1.09788,0.00015,"yes",0.000881259780907668,"Up_in_ZIKV",3.82390874094432,3.05489604983526,1.377404,1.24938708597745,"Up in ZIKV"
"CLDN1","Mock","ZIKV",0.296977,0.734374,1.30616,0.00015,"yes",0.000881259780907668,"Up_in_ZIKV",3.82390874094432,3.05489604983526,0.5156755,0.599960911390146,"Up in ZIKV"
"CDC20B","Mock","ZIKV",3.83895,0.353524,-3.44083,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV",3.69897000433602,2.93992351281445,2.096237,1.63051590612003,"Down in ZIKV"
"UBXN10","Mock","ZIKV",1.01625,0.421767,-1.26874,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV",3.69897000433602,2.93992351281445,0.7190085,0.781576678543449,"Down in ZIKV"
"LINC00648","Mock","ZIKV",1.07456,0.483233,-1.15296,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV",3.69897000433602,2.93992351281445,0.7788965,0.830982573966234,"Down in ZIKV"
"HIST1H2AC","Mock","ZIKV",5.28447,10.9969,1.05727,2e-04,"yes",0.00114835585011471,"Up_in_ZIKV",3.69897000433602,2.93992351281445,8.140685,3.1923022844379,"Up in ZIKV"
"PAX2","Mock","ZIKV",0.314681,0.696903,1.14707,2e-04,"yes",0.00114835585011471,"Up_in_ZIKV",3.69897000433602,2.93992351281445,0.505792,0.59052249956289,"Up in ZIKV"
"RAB26","Mock","ZIKV",1.24381,0.34907,-1.83317,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,0.79644,0.845140751010552,"Down in ZIKV"
"ZNF718","Mock","ZIKV",2.84706,1.12033,-1.34556,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,1.983695,1.57710006760497,"Down in ZIKV"
"DKK2","Mock","ZIKV",0.959867,0.431414,-1.15376,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,0.6956405,0.761830330370571,"Down in ZIKV"
"TRIM56","Mock","ZIKV",1.04386,0.471296,-1.14722,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,0.757578,0.813588716447824,"Down in ZIKV"
"LOC100129961","Mock","ZIKV",2.40193,1.14703,-1.0663,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,1.77448,1.47221740327565,"Down in ZIKV"
"PLAC9","Mock","ZIKV",7.45957,3.68385,-1.01788,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,5.57171,2.71626881765971,"Down in ZIKV"
"VIPR2","Mock","ZIKV",0.909797,0.450453,-1.01417,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV",3.60205999132796,2.85275611602524,0.680125,0.748568572391823,"Down in ZIKV"
"ARHGEF33","Mock","ZIKV",0.378203,0.837969,1.14774,0.00025,"yes",0.00140360169491525,"Up_in_ZIKV",3.60205999132796,2.85275611602524,0.608086,0.685344563516714,"Up in ZIKV"
"CCR6","Mock","ZIKV",0.317903,0.79914,1.32986,0.00025,"yes",0.00140360169491525,"Up_in_ZIKV",3.60205999132796,2.85275611602524,0.5585215,0.640178057259996,"Up in ZIKV"
"FUT3","Mock","ZIKV",0.541909,1.39938,1.36866,0.00025,"yes",0.00140360169491525,"Up_in_ZIKV",3.60205999132796,2.85275611602524,0.9706445,0.978667540792712,"Up in ZIKV"
"CEBPD","Mock","ZIKV",0.304035,1.54982,2.34979,0.00025,"yes",0.00140360169491525,"Up_in_ZIKV",3.60205999132796,2.85275611602524,0.9269275,0.946302291738396,"Up in ZIKV"
"GABRR2","Mock","ZIKV",0.153689,0.898167,2.54697,0.00025,"yes",0.00140360169491525,"Up_in_ZIKV",3.60205999132796,2.85275611602524,0.525928,0.609686891075771,"Up in ZIKV"
"LRRC33","Mock","ZIKV",0.669083,0.166873,-2.00343,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV",3.52287874528034,2.78161858334083,0.417978,0.503835149264935,"Down in ZIKV"
"RIBC2","Mock","ZIKV",1.71876,0.620099,-1.4708,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV",3.52287874528034,2.78161858334083,1.1694295,1.11731570362274,"Down in ZIKV"
"MGC72080","Mock","ZIKV",5.98499,2.91222,-1.03923,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV",3.52287874528034,2.78161858334083,4.448605,2.44588690563329,"Down in ZIKV"
"ITGA9","Mock","ZIKV",0.915276,0.451869,-1.0183,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV",3.52287874528034,2.78161858334083,0.6835725,0.751525849551853,"Down in ZIKV"
"MSTN","Mock","ZIKV",0.494845,1.09285,1.14304,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV",3.52287874528034,2.78161858334083,0.7938475,0.843057247924205,"Up in ZIKV"
"CLEC4A","Mock","ZIKV",0.871973,2.32313,1.41372,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV",3.52287874528034,2.78161858334083,1.5975515,1.3771523528092,"Up in ZIKV"
"HIST1H2BN","Mock","ZIKV",1.28205,5.81919,2.18237,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV",3.52287874528034,2.78161858334083,3.55062,2.18606311893527,"Up in ZIKV"
"SGPP2","Mock","ZIKV",1.46204,0.226524,-2.69025,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV",3.45593195564972,2.720372386501,0.844282,0.883059267966819,"Down in ZIKV"
"LOC100506469","Mock","ZIKV",7.22757,2.27879,-1.66524,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV",3.45593195564972,2.720372386501,4.75318,2.52435960859255,"Down in ZIKV"
"DBX1","Mock","ZIKV",2.32104,0.815923,-1.50827,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV",3.45593195564972,2.720372386501,1.5684815,1.36091568242368,"Down in ZIKV"
"C7orf57","Mock","ZIKV",0.94348,0.342847,-1.46043,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV",3.45593195564972,2.720372386501,0.6431635,0.716476040180476,"Down in ZIKV"
"TNFRSF13C","Mock","ZIKV",2.11856,0.590572,-1.8429,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV",3.39794000867204,2.66811068854246,1.354566,1.23546116287451,"Down in ZIKV"
"UQCRHL","Mock","ZIKV",5.62237,1.8745,-1.58467,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV",3.39794000867204,2.66811068854246,3.748435,2.2474521050717,"Down in ZIKV"
"FGF8","Mock","ZIKV",2.8065,1.03958,-1.43277,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV",3.39794000867204,2.66811068854246,1.92304,1.54746957167109,"Down in ZIKV"
"BCHE","Mock","ZIKV",0.868902,0.336776,-1.3674,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV",3.39794000867204,2.66811068854246,0.602839,0.680629518713438,"Down in ZIKV"
"TAPT1-AS1","Mock","ZIKV",0.908081,0.364586,-1.31656,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV",3.39794000867204,2.66811068854246,0.6363335,0.71046681292668,"Down in ZIKV"
"IFIT3","Mock","ZIKV",0.149628,0.698178,2.22222,4e-04,"yes",0.00214728312678742,"Up_in_ZIKV",3.39794000867204,2.66811068854246,0.423903,0.509850869488689,"Up in ZIKV"
"PRR22","Mock","ZIKV",1.15967,0.198456,-2.54683,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV",3.34678748622466,2.62230719464697,0.679063,0.747656362545592,"Down in ZIKV"
"RASD2","Mock","ZIKV",0.646209,0.216057,-1.58059,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV",3.34678748622466,2.62230719464697,0.431133,0.517157752794286,"Down in ZIKV"
"RHPN1-AS1","Mock","ZIKV",1.08773,0.413471,-1.39547,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV",3.34678748622466,2.62230719464697,0.7506005,0.807849887638825,"Down in ZIKV"
"SYNDIG1","Mock","ZIKV",1.06302,0.458469,-1.21328,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV",3.34678748622466,2.62230719464697,0.7607445,0.816185576218594,"Down in ZIKV"
"DEPTOR","Mock","ZIKV",0.200496,0.637943,1.66986,0.00045,"yes",0.00238612288135593,"Up_in_ZIKV",3.34678748622466,2.62230719464697,0.4192195,0.505097737440472,"Up in ZIKV"
"HIST1H2BH","Mock","ZIKV",7.27066,2.31014,-1.65411,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV",3.30102999566398,2.58112608449232,4.7904,2.53366301282309,"Down in ZIKV"
"NOXRED1","Mock","ZIKV",1.03235,0.340545,-1.60001,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV",3.30102999566398,2.58112608449232,0.6864475,0.753987407197682,"Down in ZIKV"
"KRT19","Mock","ZIKV",1.38417,0.494017,-1.48639,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV",3.30102999566398,2.58112608449232,0.9390935,0.955382369578863,"Down in ZIKV"
"CYB561D2","Mock","ZIKV",7.76366,3.20632,-1.27582,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV",3.30102999566398,2.58112608449232,5.48499,2.69710434981059,"Down in ZIKV"
"PDGFA","Mock","ZIKV",0.434788,0.985,1.17981,5e-04,"yes",0.00262345679012346,"Up_in_ZIKV",3.30102999566398,2.58112608449232,0.709894,0.773906892120336,"Up in ZIKV"
"ACP6","Mock","ZIKV",1.87962,0.90139,-1.06022,0.00055,"yes",0.00285850253807107,"Down_in_ZIKV",3.25963731050576,2.54386141783845,1.390505,1.25731542324163,"Down in ZIKV"
"MKRN7P","Mock","ZIKV",1.0805,0.358519,-1.59158,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV",3.22184874961636,2.50996342731011,0.7195095,0.781997086533519,"Down in ZIKV"
"C1orf220","Mock","ZIKV",0.760696,0.295835,-1.36253,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV",3.22184874961636,2.50996342731011,0.5282655,0.611895199302814,"Down in ZIKV"
"FLJ33630","Mock","ZIKV",0.845462,0.375628,-1.17044,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV",3.22184874961636,2.50996342731011,0.610545,0.687548971412969,"Down in ZIKV"
"CDNF","Mock","ZIKV",1.91975,0.869772,-1.14221,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV",3.22184874961636,2.50996342731011,1.394761,1.25988168046244,"Down in ZIKV"
"MATN3","Mock","ZIKV",1.20076,0.596009,-1.01054,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV",3.22184874961636,2.50996342731011,0.8983845,0.924772226322742,"Down in ZIKV"
"FAM86JP","Mock","ZIKV",1.31734,0.449975,-1.54972,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV",3.18708664335714,2.47846633652079,0.8836575,0.913536667726033,"Down in ZIKV"
"NCRNA00185","Mock","ZIKV",1.87691,0.801159,-1.2282,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV",3.18708664335714,2.47846633652079,1.3390345,1.22591314113106,"Down in ZIKV"
"SNORA8","Mock","ZIKV",70.8198,225.541,1.67116,0.00065,"yes",0.00332302541988198,"Up_in_ZIKV",3.18708664335714,2.47846633652079,148.1804,7.2209141899772,"Up in ZIKV"
"SNORD116-4","Mock","ZIKV",85.6198,875.508,3.3541,0.00065,"yes",0.00332302541988198,"Up_in_ZIKV",3.18708664335714,2.47846633652079,480.5639,8.91158343560357,"Up in ZIKV"
"PENK","Mock","ZIKV",1.66356,0.614809,-1.43606,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV",3.15490195998574,2.45059717131557,1.1391845,1.09706091717155,"Down in ZIKV"
"SPAG17","Mock","ZIKV",0.967071,0.370371,-1.38465,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV",3.15490195998574,2.45059717131557,0.668721,0.73874276502807,"Down in ZIKV"
"CXorf30","Mock","ZIKV",0.679305,0.273478,-1.31263,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV",3.15490195998574,2.45059717131557,0.4763915,0.562075336720036,"Down in ZIKV"
"NS3BP","Mock","ZIKV",2.2755,1.06933,-1.08948,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV",3.15490195998574,2.45059717131557,1.672415,1.41814406168621,"Down in ZIKV"
"EFNA4","Mock","ZIKV",10.857,5.41588,-1.00335,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV",3.15490195998574,2.45059717131557,8.13644,3.19163213083785,"Down in ZIKV"
"ADRB2","Mock","ZIKV",0.212104,0.767204,1.85484,7e-04,"yes",0.00354325842696629,"Up_in_ZIKV",3.15490195998574,2.45059717131557,0.489654,0.574977276693657,"Up in ZIKV"
"RAB3IL1","Mock","ZIKV",0.152348,0.65999,2.11507,7e-04,"yes",0.00354325842696629,"Up_in_ZIKV",3.15490195998574,2.45059717131557,0.406169,0.49176999470197,"Up in ZIKV"
"LOC100129726","Mock","ZIKV",0.954375,0.280156,-1.76832,8e-04,"yes",0.004002665482008,"Down_in_ZIKV",3.09691001300806,2.39765070402146,0.6172655,0.693556539721241,"Down in ZIKV"
"DMC1","Mock","ZIKV",0.838619,0.272353,-1.62254,8e-04,"yes",0.004002665482008,"Down_in_ZIKV",3.09691001300806,2.39765070402146,0.555486,0.637365410094753,"Down in ZIKV"
"ANKRD1","Mock","ZIKV",1.12531,0.456784,-1.30074,8e-04,"yes",0.004002665482008,"Down_in_ZIKV",3.09691001300806,2.39765070402146,0.791047,0.840803196495976,"Down in ZIKV"
"C1RL","Mock","ZIKV",0.803256,0.181151,-2.14867,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV",3.07058107428571,2.37324683264395,0.4922035,0.577444297269274,"Down in ZIKV"
"ARHGEF39","Mock","ZIKV",6.63872,3.10966,-1.09415,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV",3.07058107428571,2.37324683264395,4.87419,2.55438993022263,"Down in ZIKV"
"RSPH1","Mock","ZIKV",2.23545,1.07268,-1.05934,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV",3.07058107428571,2.37324683264395,1.654065,1.4082037038013,"Down in ZIKV"
"DLEU2L","Mock","ZIKV",4.79197,1.96675,-1.28481,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV",3.04575749056068,2.35129494429659,3.37936,2.13072004966885,"Down in ZIKV"
"ZNF114","Mock","ZIKV",1.1151,0.522745,-1.093,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV",3.04575749056068,2.35129494429659,0.8189225,0.863084074464061,"Down in ZIKV"
