"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"TEAD3","Mock","ZIKV",12.0304,9.61312,-0.323609,0.00535,"yes",0.0215309540825442,"Not_significant"
"UGGT1","Mock","ZIKV",15.2037,18.3187,0.268891,0.00535,"yes",0.0215309540825442,"Not_significant"
"RAB6B","Mock","ZIKV",18.1599,21.9299,0.272149,0.00535,"yes",0.0215309540825442,"Not_significant"
"COX6B1","Mock","ZIKV",170.714,139.827,-0.287936,0.0054,"yes",0.0217127811495894,"Not_significant"
"GNG4","Mock","ZIKV",20.1621,16.553,-0.284549,0.0054,"yes",0.0217127811495894,"Not_significant"
"PIH1D1","Mock","ZIKV",31.676,39.1994,0.307441,0.0054,"yes",0.0217127811495894,"Not_significant"
"ATG3","Mock","ZIKV",16.4274,20.9895,0.353564,0.0054,"yes",0.0217127811495894,"Not_significant"
"IRX2","Mock","ZIKV",0.434597,0.848001,0.964388,0.0054,"yes",0.0217127811495894,"Not_significant"
"NAPEPLD","Mock","ZIKV",4.28095,2.76578,-0.630244,0.00545,"yes",0.0218981894398858,"Not_significant"
"TOMM34","Mock","ZIKV",11.0817,8.72076,-0.34565,0.00545,"yes",0.0218981894398858,"Not_significant"
"ITGA6","Mock","ZIKV",27.895,23.1339,-0.27,0.00545,"yes",0.0218981894398858,"Not_significant"
"USP4","Mock","ZIKV",16.9554,20.7857,0.29385,0.00545,"yes",0.0218981894398858,"Not_significant"
"DARC","Mock","ZIKV",7.23066,5.3959,-0.422264,0.0055,"yes",0.0220558127114118,"Not_significant"
"MRPL33","Mock","ZIKV",82.9613,64.4065,-0.365232,0.0055,"yes",0.0220558127114118,"Not_significant"
"SHD","Mock","ZIKV",11.0253,8.68422,-0.344349,0.0055,"yes",0.0220558127114118,"Not_significant"
"ACAA2","Mock","ZIKV",21.4327,17.2904,-0.309839,0.0055,"yes",0.0220558127114118,"Not_significant"
"ULK1","Mock","ZIKV",31.3884,37.8088,0.268489,0.0055,"yes",0.0220558127114118,"Not_significant"
"SCAMP3","Mock","ZIKV",35.0706,43.0065,0.294295,0.0055,"yes",0.0220558127114118,"Not_significant"
"NIPAL3","Mock","ZIKV",4.04127,5.09084,0.333097,0.0055,"yes",0.0220558127114118,"Not_significant"
"GAREM","Mock","ZIKV",1.82877,2.37744,0.378531,0.0055,"yes",0.0220558127114118,"Not_significant"
"BLVRB","Mock","ZIKV",9.61382,13.1871,0.455948,0.0055,"yes",0.0220558127114118,"Not_significant"
"AGAP7","Mock","ZIKV",0.582286,1.04845,0.848458,0.0055,"yes",0.0220558127114118,"Not_significant"
"HS3ST3A1","Mock","ZIKV",0.288059,0.642156,1.15656,0.0055,"yes",0.0220558127114118,"Up_in_ZIKV"
"COX7B","Mock","ZIKV",186.476,152.002,-0.294899,0.00555,"yes",0.0222325715810066,"Not_significant"
"RAB11A","Mock","ZIKV",35.7686,29.4959,-0.278182,0.00555,"yes",0.0222325715810066,"Not_significant"
"SLC12A7","Mock","ZIKV",23.1414,19.1238,-0.275107,0.00555,"yes",0.0222325715810066,"Not_significant"
"LMAN1","Mock","ZIKV",40.9915,49.3611,0.268047,0.00555,"yes",0.0222325715810066,"Not_significant"
"SNORA40","Mock","ZIKV",40.242,151.669,1.91416,0.00555,"yes",0.0222325715810066,"Up_in_ZIKV"
"LOC115110","Mock","ZIKV",0.0443954,1.19746,4.75342,0.00555,"yes",0.0222325715810066,"Up_in_ZIKV"
"BCRP2","Mock","ZIKV",3.9649,2.86299,-0.469759,0.0056,"yes",0.0223890663826766,"Not_significant"
"DTWD1","Mock","ZIKV",8.02144,6.25239,-0.359454,0.0056,"yes",0.0223890663826766,"Not_significant"
"MAP2K3","Mock","ZIKV",11.8597,9.28748,-0.352704,0.0056,"yes",0.0223890663826766,"Not_significant"
"ZNF280D","Mock","ZIKV",16.6754,13.486,-0.306257,0.0056,"yes",0.0223890663826766,"Not_significant"
"H2AFY2","Mock","ZIKV",79.1811,65.6292,-0.270819,0.0056,"yes",0.0223890663826766,"Not_significant"
"DYNLL1","Mock","ZIKV",309.697,374.566,0.274364,0.0056,"yes",0.0223890663826766,"Not_significant"
"ZC3H7A","Mock","ZIKV",28.8036,34.8591,0.275286,0.0056,"yes",0.0223890663826766,"Not_significant"
"C9orf78","Mock","ZIKV",19.9164,24.6017,0.304802,0.0056,"yes",0.0223890663826766,"Not_significant"
"JAK1","Mock","ZIKV",13.3569,17.0377,0.351143,0.0056,"yes",0.0223890663826766,"Not_significant"
"NDNL2","Mock","ZIKV",25.347,32.6883,0.366956,0.0056,"yes",0.0223890663826766,"Not_significant"
"CIDECP","Mock","ZIKV",7.8143,11.0164,0.495465,0.0056,"yes",0.0223890663826766,"Not_significant"
"CCDC108","Mock","ZIKV",0.77664,0.349205,-1.15317,0.00565,"yes",0.0225529416976785,"Down_in_ZIKV"
"CYP26C1","Mock","ZIKV",1.4336,0.743287,-0.947648,0.00565,"yes",0.0225529416976785,"Not_significant"
"AKT1S1","Mock","ZIKV",12.3551,9.62665,-0.360004,0.00565,"yes",0.0225529416976785,"Not_significant"
"PNMA2","Mock","ZIKV",46.3312,38.5921,-0.263681,0.00565,"yes",0.0225529416976785,"Not_significant"
"DDX42","Mock","ZIKV",51.1571,61.4329,0.264077,0.00565,"yes",0.0225529416976785,"Not_significant"
"ADIPOR1","Mock","ZIKV",26.6945,32.5213,0.284841,0.00565,"yes",0.0225529416976785,"Not_significant"
"ZNF780A","Mock","ZIKV",5.235,6.63121,0.341082,0.00565,"yes",0.0225529416976785,"Not_significant"
"C1D","Mock","ZIKV",17.8388,22.6551,0.344815,0.00565,"yes",0.0225529416976785,"Not_significant"
"PMS2","Mock","ZIKV",5.98254,7.64526,0.353808,0.00565,"yes",0.0225529416976785,"Not_significant"
"PVRL3-AS1","Mock","ZIKV",0.901288,0.243544,-1.8878,0.0057,"yes",0.0227162951167728,"Down_in_ZIKV"
"TNFAIP2","Mock","ZIKV",0.989787,0.633392,-0.644019,0.0057,"yes",0.0227162951167728,"Not_significant"
"LOC400657","Mock","ZIKV",4.7329,3.64761,-0.375771,0.0057,"yes",0.0227162951167728,"Not_significant"
"CDH23","Mock","ZIKV",27.3455,21.1919,-0.367792,0.0057,"yes",0.0227162951167728,"Not_significant"
"NOP56","Mock","ZIKV",54.7139,45.214,-0.275137,0.0057,"yes",0.0227162951167728,"Not_significant"
"GRIK5","Mock","ZIKV",15.6225,19.0638,0.287209,0.0057,"yes",0.0227162951167728,"Not_significant"
"APAF1","Mock","ZIKV",10.856,13.6289,0.32818,0.0057,"yes",0.0227162951167728,"Not_significant"
"PKNOX2","Mock","ZIKV",5.64162,7.128,0.337389,0.0057,"yes",0.0227162951167728,"Not_significant"
"PFKFB2","Mock","ZIKV",3.22669,4.20422,0.381785,0.0057,"yes",0.0227162951167728,"Not_significant"
"CHRNB1","Mock","ZIKV",3.15458,2.25019,-0.487401,0.00575,"yes",0.0228953066996641,"Not_significant"
"LEPRE1","Mock","ZIKV",23.386,28.4892,0.284769,0.00575,"yes",0.0228953066996641,"Not_significant"
"PPFIA2","Mock","ZIKV",6.33288,7.84867,0.309586,0.00575,"yes",0.0228953066996641,"Not_significant"
"MTHFSD","Mock","ZIKV",5.60841,7.16188,0.352747,0.00575,"yes",0.0228953066996641,"Not_significant"
"GGA3","Mock","ZIKV",15.1619,19.7203,0.379234,0.00575,"yes",0.0228953066996641,"Not_significant"
"SLC35F4","Mock","ZIKV",0.267711,0.714726,1.41672,0.0058,"yes",0.0230903145987982,"Up_in_ZIKV"
"LIMS2","Mock","ZIKV",0.706927,0.278962,-1.34149,0.00585,"yes",0.0232646980932203,"Down_in_ZIKV"
"TP53INP1","Mock","ZIKV",28.4399,34.2881,0.26979,0.00585,"yes",0.0232646980932203,"Not_significant"
"CNR1","Mock","ZIKV",19.1696,23.1551,0.272507,0.00585,"yes",0.0232646980932203,"Not_significant"
"SPPL3","Mock","ZIKV",22.3845,27.1135,0.276512,0.00585,"yes",0.0232646980932203,"Not_significant"
"STX8","Mock","ZIKV",25.7826,32.5816,0.337659,0.00585,"yes",0.0232646980932203,"Not_significant"
"LOC100288069","Mock","ZIKV",11.3387,14.6131,0.366,0.00585,"yes",0.0232646980932203,"Not_significant"
"LYRM2","Mock","ZIKV",19.7526,14.255,-0.470572,0.0059,"yes",0.023426317644985,"Not_significant"
"SCPEP1","Mock","ZIKV",15.8211,12.5785,-0.330888,0.0059,"yes",0.023426317644985,"Not_significant"
"TONSL","Mock","ZIKV",12.424,10.1493,-0.291756,0.0059,"yes",0.023426317644985,"Not_significant"
"PHLDB1","Mock","ZIKV",28.8713,34.7582,0.267715,0.0059,"yes",0.023426317644985,"Not_significant"
"GPBP1","Mock","ZIKV",40.6967,49.0904,0.270527,0.0059,"yes",0.023426317644985,"Not_significant"
"EPS15L1","Mock","ZIKV",18.1047,22.1487,0.290856,0.0059,"yes",0.023426317644985,"Not_significant"
"BRPF1","Mock","ZIKV",8.60855,10.5807,0.297588,0.0059,"yes",0.023426317644985,"Not_significant"
"ZNF281","Mock","ZIKV",13.0042,16.0104,0.300033,0.0059,"yes",0.023426317644985,"Not_significant"
"MCC","Mock","ZIKV",2.74258,4.3781,0.674771,0.0059,"yes",0.023426317644985,"Not_significant"
"MMP14","Mock","ZIKV",0.761813,0.43768,-0.799559,0.00595,"yes",0.0235915771871149,"Not_significant"
"P2RY1","Mock","ZIKV",1.35959,0.879511,-0.628399,0.00595,"yes",0.0235915771871149,"Not_significant"
"STX17","Mock","ZIKV",3.89952,3.10524,-0.328594,0.00595,"yes",0.0235915771871149,"Not_significant"
"WDR18","Mock","ZIKV",24.6737,19.7893,-0.318256,0.00595,"yes",0.0235915771871149,"Not_significant"
"DYNLT1","Mock","ZIKV",123.484,101.556,-0.282045,0.00595,"yes",0.0235915771871149,"Not_significant"
"SETD1B","Mock","ZIKV",10.4052,12.5729,0.273013,0.00595,"yes",0.0235915771871149,"Not_significant"
"DDX31","Mock","ZIKV",4.60639,7.24985,0.654313,0.00595,"yes",0.0235915771871149,"Not_significant"
"MVP","Mock","ZIKV",2.44021,5.41799,1.15075,0.00595,"yes",0.0235915771871149,"Up_in_ZIKV"
"ZNF524","Mock","ZIKV",3.49176,2.16349,-0.690594,0.006,"yes",0.0237563719458604,"Not_significant"
"C6orf120","Mock","ZIKV",12.343,9.0584,-0.446362,0.006,"yes",0.0237563719458604,"Not_significant"
"TAPBP","Mock","ZIKV",3.14874,2.34064,-0.427875,0.006,"yes",0.0237563719458604,"Not_significant"
"PEX3","Mock","ZIKV",4.70474,3.52905,-0.414838,0.006,"yes",0.0237563719458604,"Not_significant"
"BRWD3","Mock","ZIKV",7.03631,8.49081,0.271082,0.006,"yes",0.0237563719458604,"Not_significant"
"ARNT","Mock","ZIKV",12.2129,14.8783,0.28481,0.006,"yes",0.0237563719458604,"Not_significant"
"ARMCX1","Mock","ZIKV",12.4304,15.5922,0.326951,0.006,"yes",0.0237563719458604,"Not_significant"
"SELM","Mock","ZIKV",10.5032,14.7251,0.487446,0.006,"yes",0.0237563719458604,"Not_significant"
"NOD1","Mock","ZIKV",1.57283,1.11801,-0.492431,0.00605,"yes",0.0239291044776119,"Not_significant"
"WBP1","Mock","ZIKV",77.2046,61.5158,-0.327731,0.00605,"yes",0.0239291044776119,"Not_significant"
"CUTA","Mock","ZIKV",141.436,115.978,-0.286298,0.00605,"yes",0.0239291044776119,"Not_significant"
"LTN1","Mock","ZIKV",12.2375,14.7783,0.272168,0.00605,"yes",0.0239291044776119,"Not_significant"
"MPP5","Mock","ZIKV",8.98967,11.0147,0.293087,0.00605,"yes",0.0239291044776119,"Not_significant"
"SYCE2","Mock","ZIKV",2.45046,5.31619,1.11734,0.00605,"yes",0.0239291044776119,"Up_in_ZIKV"
"LOC283761","Mock","ZIKV",0.777946,0.406933,-0.93488,0.0061,"yes",0.0240887973352034,"Not_significant"
"MPHOSPH6","Mock","ZIKV",18.4928,14.3296,-0.367969,0.0061,"yes",0.0240887973352034,"Not_significant"
"HIATL1","Mock","ZIKV",16.4218,13.4602,-0.286905,0.0061,"yes",0.0240887973352034,"Not_significant"
"SNRPC","Mock","ZIKV",59.6323,48.8786,-0.286892,0.0061,"yes",0.0240887973352034,"Not_significant"
"CMIP","Mock","ZIKV",37.315,44.9933,0.269953,0.0061,"yes",0.0240887973352034,"Not_significant"
"GATAD2A","Mock","ZIKV",17.2922,20.8881,0.272562,0.0061,"yes",0.0240887973352034,"Not_significant"
"ZHX1","Mock","ZIKV",9.89413,12.3852,0.323974,0.0061,"yes",0.0240887973352034,"Not_significant"
"TNIP1","Mock","ZIKV",9.52869,12.0175,0.334786,0.0061,"yes",0.0240887973352034,"Not_significant"
"ALG3","Mock","ZIKV",14.8955,18.95,0.347323,0.0061,"yes",0.0240887973352034,"Not_significant"
"COPS7B","Mock","ZIKV",26.6529,21.7052,-0.296252,0.00615,"yes",0.0242734799369196,"Not_significant"
"DSCR3","Mock","ZIKV",12.6017,15.4874,0.297479,0.00615,"yes",0.0242734799369196,"Not_significant"
"RNF180","Mock","ZIKV",2.55521,3.79507,0.570684,0.00615,"yes",0.0242734799369196,"Not_significant"
"GPX7","Mock","ZIKV",2.0277,1.11031,-0.868888,0.0062,"yes",0.0244579684763573,"Not_significant"
"HP1BP3","Mock","ZIKV",106.568,88.9232,-0.261143,0.0062,"yes",0.0244579684763573,"Not_significant"
"MTRR","Mock","ZIKV",8.05727,10.0878,0.324252,0.0062,"yes",0.0244579684763573,"Not_significant"
"RNPC3","Mock","ZIKV",19.2917,14.4558,-0.416338,0.00625,"yes",0.0246379506475324,"Not_significant"
"RBBP8","Mock","ZIKV",8.75734,6.98714,-0.325792,0.00625,"yes",0.0246379506475324,"Not_significant"
"PSMA4","Mock","ZIKV",126.45,104.217,-0.278976,0.00625,"yes",0.0246379506475324,"Not_significant"
"R3HDM1","Mock","ZIKV",18.2407,22.0091,0.270938,0.00625,"yes",0.0246379506475324,"Not_significant"
"MYD88","Mock","ZIKV",0.876676,0.488392,-0.844006,0.0063,"yes",0.0248133414932681,"Not_significant"
"ROGDI","Mock","ZIKV",17.73,14.1475,-0.325644,0.0063,"yes",0.0248133414932681,"Not_significant"
"WDR26","Mock","ZIKV",26.2877,31.6362,0.26719,0.0063,"yes",0.0248133414932681,"Not_significant"
"MED30","Mock","ZIKV",14.1227,18.4023,0.381873,0.0063,"yes",0.0248133414932681,"Not_significant"
"LOC729737","Mock","ZIKV",2.26672,2.96124,0.385593,0.0063,"yes",0.0248133414932681,"Not_significant"
"TUSC3","Mock","ZIKV",45.068,37.4741,-0.266209,0.00635,"yes",0.0249884259259259,"Not_significant"
"ATP5G2","Mock","ZIKV",342.255,285.896,-0.259579,0.00635,"yes",0.0249884259259259,"Not_significant"
"ODC1","Mock","ZIKV",399.517,478.35,0.259809,0.00635,"yes",0.0249884259259259,"Not_significant"
"FTL","Mock","ZIKV",545.085,655.836,0.266855,0.00635,"yes",0.0249884259259259,"Not_significant"
"METAP2","Mock","ZIKV",29.5617,35.6634,0.270717,0.00635,"yes",0.0249884259259259,"Not_significant"
"TBC1D16","Mock","ZIKV",33.4597,25.0808,-0.415841,0.0064,"yes",0.0251632047477745,"Not_significant"
"DDX54","Mock","ZIKV",10.2036,8.29315,-0.299081,0.0064,"yes",0.0251632047477745,"Not_significant"
"PARP8","Mock","ZIKV",3.49668,4.36656,0.320515,0.0064,"yes",0.0251632047477745,"Not_significant"
"TGFBRAP1","Mock","ZIKV",6.30394,8.02238,0.347776,0.0064,"yes",0.0251632047477745,"Not_significant"
"RAPGEF4","Mock","ZIKV",0.480213,0.778158,0.696388,0.0064,"yes",0.0251632047477745,"Not_significant"
"OLIG1","Mock","ZIKV",1.40186,0.860427,-0.704214,0.00645,"yes",0.0253288441422594,"Not_significant"
"LOC643406","Mock","ZIKV",2.31019,1.61758,-0.514176,0.00645,"yes",0.0253288441422594,"Not_significant"
"DNALI1","Mock","ZIKV",29.2278,22.4788,-0.378773,0.00645,"yes",0.0253288441422594,"Not_significant"
"ARL10","Mock","ZIKV",7.71726,6.00907,-0.360947,0.00645,"yes",0.0253288441422594,"Not_significant"
"DOCK1","Mock","ZIKV",10.435,8.5175,-0.292925,0.00645,"yes",0.0253288441422594,"Not_significant"
"ANAPC1","Mock","ZIKV",7.46211,6.09611,-0.291694,0.00645,"yes",0.0253288441422594,"Not_significant"
"CDC14A","Mock","ZIKV",5.54577,7.04248,0.344696,0.00645,"yes",0.0253288441422594,"Not_significant"
"AKR7L","Mock","ZIKV",1.58253,0.983618,-0.686063,0.0065,"yes",0.0254985196795542,"Not_significant"
"TNFRSF21","Mock","ZIKV",5.13536,4.00605,-0.358282,0.0065,"yes",0.0254985196795542,"Not_significant"
"HS2ST1","Mock","ZIKV",16.0666,12.6095,-0.349558,0.0065,"yes",0.0254985196795542,"Not_significant"
"EFTUD2","Mock","ZIKV",28.0394,23.1262,-0.27793,0.0065,"yes",0.0254985196795542,"Not_significant"
"NELFCD","Mock","ZIKV",47.8497,39.7246,-0.268475,0.0065,"yes",0.0254985196795542,"Not_significant"
"FCHO2","Mock","ZIKV",7.69353,9.49,0.302761,0.0065,"yes",0.0254985196795542,"Not_significant"
"SYNC","Mock","ZIKV",30.9559,18.1492,-0.770308,0.00655,"yes",0.0256812445604874,"Not_significant"
"NMU","Mock","ZIKV",21.7776,16.5953,-0.392069,0.00655,"yes",0.0256812445604874,"Not_significant"
"HIST1H1E","Mock","ZIKV",0.52335,1.48956,1.50904,0.00655,"yes",0.0256812445604874,"Up_in_ZIKV"
"CA13","Mock","ZIKV",0.691563,0.401704,-0.783727,0.0066,"yes",0.0258368091762252,"Not_significant"
"TP53TG1","Mock","ZIKV",23.8542,18.1931,-0.390855,0.0066,"yes",0.0258368091762252,"Not_significant"
"LOC96610","Mock","ZIKV",9.76125,7.63316,-0.354785,0.0066,"yes",0.0258368091762252,"Not_significant"
"WASH5P","Mock","ZIKV",22.8088,17.9685,-0.344121,0.0066,"yes",0.0258368091762252,"Not_significant"
"CBX3","Mock","ZIKV",108.412,90.611,-0.258767,0.0066,"yes",0.0258368091762252,"Not_significant"
"KIF3A","Mock","ZIKV",20.5329,24.7048,0.266855,0.0066,"yes",0.0258368091762252,"Not_significant"
"AGO4","Mock","ZIKV",15.2629,18.3725,0.267518,0.0066,"yes",0.0258368091762252,"Not_significant"
"SENP7","Mock","ZIKV",28.1576,34.053,0.274259,0.0066,"yes",0.0258368091762252,"Not_significant"
"INPP1","Mock","ZIKV",1.12397,1.79388,0.674476,0.0066,"yes",0.0258368091762252,"Not_significant"
"PLAGL2","Mock","ZIKV",14.4218,17.3692,0.268282,0.00665,"yes",0.0260099409619726,"Not_significant"
"LPPR1","Mock","ZIKV",16.6266,20.3649,0.29259,0.00665,"yes",0.0260099409619726,"Not_significant"
"CCDC59","Mock","ZIKV",11.3184,14.6898,0.376143,0.00665,"yes",0.0260099409619726,"Not_significant"
"ARHGAP42","Mock","ZIKV",1.0478,1.48067,0.498885,0.00665,"yes",0.0260099409619726,"Not_significant"
"LYG1","Mock","ZIKV",3.09513,4.73344,0.612889,0.00665,"yes",0.0260099409619726,"Not_significant"
"CCDC103","Mock","ZIKV",2.58021,1.69377,-0.607248,0.0067,"yes",0.0261964068738066,"Not_significant"
"JUNB","Mock","ZIKV",59.1813,49.136,-0.26836,0.0067,"yes",0.0261964068738066,"Not_significant"
"ASCC3","Mock","ZIKV",17.8616,21.7227,0.282345,0.00675,"yes",0.0263827433628319,"Not_significant"
"TAOK3","Mock","ZIKV",7.12291,8.83092,0.310097,0.00675,"yes",0.0263827433628319,"Not_significant"
"TSPAN4","Mock","ZIKV",40.6145,33.111,-0.294685,0.0068,"yes",0.0265459272097054,"Not_significant"
"LRRN2","Mock","ZIKV",20.7972,17.1213,-0.280601,0.0068,"yes",0.0265459272097054,"Not_significant"
"KDM5B","Mock","ZIKV",53.4409,63.8607,0.256984,0.0068,"yes",0.0265459272097054,"Not_significant"
"SPAST","Mock","ZIKV",24.37,29.3316,0.267351,0.0068,"yes",0.0265459272097054,"Not_significant"
"IVD","Mock","ZIKV",11.3109,13.7212,0.278692,0.0068,"yes",0.0265459272097054,"Not_significant"
"CYB5R1","Mock","ZIKV",14.7794,18.481,0.322451,0.0068,"yes",0.0265459272097054,"Not_significant"
"SAMD11","Mock","ZIKV",3.43315,6.39495,0.897402,0.0068,"yes",0.0265459272097054,"Not_significant"
"TOPBP1","Mock","ZIKV",15.6435,12.9156,-0.276454,0.00685,"yes",0.0267179653679654,"Not_significant"
"HDAC9","Mock","ZIKV",15.6101,18.9698,0.28122,0.00685,"yes",0.0267179653679654,"Not_significant"
"MTMR14","Mock","ZIKV",14.3057,17.7078,0.307798,0.00685,"yes",0.0267179653679654,"Not_significant"
"WDR44","Mock","ZIKV",5.93378,7.3753,0.31375,0.00685,"yes",0.0267179653679654,"Not_significant"
"DGCR14","Mock","ZIKV",3.10868,3.98651,0.358823,0.00685,"yes",0.0267179653679654,"Not_significant"
"ASPRV1","Mock","ZIKV",1.51901,0.68744,-1.14383,0.0069,"yes",0.0268711099585062,"Down_in_ZIKV"
"MRP63","Mock","ZIKV",9.98525,7.61705,-0.390566,0.0069,"yes",0.0268711099585062,"Not_significant"
"ASNA1","Mock","ZIKV",30.7173,24.8195,-0.30758,0.0069,"yes",0.0268711099585062,"Not_significant"
"ABCC1","Mock","ZIKV",12.0728,9.98089,-0.274514,0.0069,"yes",0.0268711099585062,"Not_significant"
"FDFT1","Mock","ZIKV",232.133,278.058,0.260437,0.0069,"yes",0.0268711099585062,"Not_significant"
"LZTS2","Mock","ZIKV",33.7079,40.9021,0.279089,0.0069,"yes",0.0268711099585062,"Not_significant"
"CAST","Mock","ZIKV",9.85402,12.8029,0.377683,0.0069,"yes",0.0268711099585062,"Not_significant"
"CDADC1","Mock","ZIKV",2.45065,3.44426,0.491028,0.0069,"yes",0.0268711099585062,"Not_significant"
"HS3ST3B1","Mock","ZIKV",1.1122,1.85044,0.734455,0.0069,"yes",0.0268711099585062,"Not_significant"
"PSTK","Mock","ZIKV",2.92765,1.95128,-0.585323,0.00695,"yes",0.0270237786984291,"Not_significant"
"C17orf100","Mock","ZIKV",5.90566,4.26611,-0.469179,0.00695,"yes",0.0270237786984291,"Not_significant"
"BCAP29","Mock","ZIKV",4.91557,3.92384,-0.325094,0.00695,"yes",0.0270237786984291,"Not_significant"
"CBL","Mock","ZIKV",14.4384,17.2489,0.256593,0.00695,"yes",0.0270237786984291,"Not_significant"
"USP33","Mock","ZIKV",37.2532,44.9636,0.271392,0.00695,"yes",0.0270237786984291,"Not_significant"
"MRPL21","Mock","ZIKV",41.6536,52.1785,0.325012,0.00695,"yes",0.0270237786984291,"Not_significant"
"MCPH1","Mock","ZIKV",7.80309,9.92805,0.347466,0.00695,"yes",0.0270237786984291,"Not_significant"
"THAP10","Mock","ZIKV",3.04652,4.22302,0.471116,0.00695,"yes",0.0270237786984291,"Not_significant"
"MACROD2","Mock","ZIKV",1.83407,3.09796,0.756272,0.00695,"yes",0.0270237786984291,"Not_significant"
"LOC284385","Mock","ZIKV",3.5145,2.44708,-0.522257,0.007,"yes",0.0271806585071539,"Not_significant"
"ELMO1","Mock","ZIKV",3.14021,2.40204,-0.386603,0.007,"yes",0.0271806585071539,"Not_significant"
"QSOX1","Mock","ZIKV",12.9461,10.3086,-0.328664,0.007,"yes",0.0271806585071539,"Not_significant"
"LOC146880","Mock","ZIKV",9.31691,7.42514,-0.327433,0.007,"yes",0.0271806585071539,"Not_significant"
"CRELD1","Mock","ZIKV",13.6806,16.9131,0.306016,0.007,"yes",0.0271806585071539,"Not_significant"
"ABCB6","Mock","ZIKV",8.50951,10.6253,0.320355,0.007,"yes",0.0271806585071539,"Not_significant"
"ZNF225","Mock","ZIKV",2.07528,2.90515,0.485309,0.007,"yes",0.0271806585071539,"Not_significant"
"LUC7L2","Mock","ZIKV",38.0886,54.4737,0.516203,0.007,"yes",0.0271806585071539,"Not_significant"
"LOC100507634","Mock","ZIKV",0.66214,0.295418,-1.16438,0.00705,"yes",0.027351231484671,"Down_in_ZIKV"
"D2HGDH","Mock","ZIKV",3.7895,2.77988,-0.446985,0.00705,"yes",0.027351231484671,"Not_significant"
"TECPR1","Mock","ZIKV",12.1987,10.0391,-0.281102,0.00705,"yes",0.027351231484671,"Not_significant"
"ISG20L2","Mock","ZIKV",13.9195,17.2713,0.311267,0.00705,"yes",0.027351231484671,"Not_significant"
"TMEM37","Mock","ZIKV",0.537651,1.06276,0.983075,0.00705,"yes",0.027351231484671,"Not_significant"
"KANK1","Mock","ZIKV",2.34022,1.76182,-0.409575,0.0071,"yes",0.0275167756366139,"Not_significant"
"PLCB3","Mock","ZIKV",6.25818,5.06892,-0.304066,0.0071,"yes",0.0275167756366139,"Not_significant"
"ADD3","Mock","ZIKV",19.3387,15.9757,-0.275609,0.0071,"yes",0.0275167756366139,"Not_significant"
"SUPV3L1","Mock","ZIKV",10.2771,12.777,0.314125,0.0071,"yes",0.0275167756366139,"Not_significant"
"SMYD3","Mock","ZIKV",11.4703,14.6191,0.349952,0.0071,"yes",0.0275167756366139,"Not_significant"
"SYT6","Mock","ZIKV",1.7931,2.40786,0.425292,0.0071,"yes",0.0275167756366139,"Not_significant"
"ARMC5","Mock","ZIKV",6.42798,5.09784,-0.334481,0.00715,"yes",0.0276914975928473,"Not_significant"
"RNF130","Mock","ZIKV",74.2177,61.8413,-0.263192,0.00715,"yes",0.0276914975928473,"Not_significant"
"SLK","Mock","ZIKV",14.536,17.5797,0.274273,0.00715,"yes",0.0276914975928473,"Not_significant"
"NVL","Mock","ZIKV",14.5558,17.8089,0.291007,0.00715,"yes",0.0276914975928473,"Not_significant"
"SPATA6","Mock","ZIKV",7.52568,6.06806,-0.310586,0.0072,"yes",0.0278516228748068,"Not_significant"
"PPIL1","Mock","ZIKV",29.4517,24.1104,-0.288694,0.0072,"yes",0.0278516228748068,"Not_significant"
"CPSF3L","Mock","ZIKV",43.5396,53.1289,0.287171,0.0072,"yes",0.0278516228748068,"Not_significant"
"DSE","Mock","ZIKV",7.67797,9.48853,0.305461,0.0072,"yes",0.0278516228748068,"Not_significant"
"MYH14","Mock","ZIKV",1.11689,1.50536,0.430626,0.0072,"yes",0.0278516228748068,"Not_significant"
"GPA33","Mock","ZIKV",1.10214,1.65951,0.590452,0.0072,"yes",0.0278516228748068,"Not_significant"
"KCNJ5","Mock","ZIKV",0.347986,0.735741,1.08017,0.0072,"yes",0.0278516228748068,"Up_in_ZIKV"
"FAM86EP","Mock","ZIKV",0.867294,0.526444,-0.72024,0.00725,"yes",0.02802578513815,"Not_significant"
"RANBP9","Mock","ZIKV",25.325,30.5046,0.268465,0.00725,"yes",0.02802578513815,"Not_significant"
"ZNF266","Mock","ZIKV",16.5143,19.982,0.274983,0.00725,"yes",0.02802578513815,"Not_significant"
"NUB1","Mock","ZIKV",19.2544,23.3458,0.277972,0.00725,"yes",0.02802578513815,"Not_significant"
"COBLL1","Mock","ZIKV",1.50097,1.06947,-0.489005,0.0073,"yes",0.028214224433768,"Not_significant"
"SH3BP2","Mock","ZIKV",9.2868,7.65953,-0.277926,0.00735,"yes",0.0283831218926796,"Not_significant"
"TAF2","Mock","ZIKV",11.9105,14.4288,0.276715,0.00735,"yes",0.0283831218926796,"Not_significant"
"GTF3C4","Mock","ZIKV",15.0975,18.7639,0.313653,0.00735,"yes",0.0283831218926796,"Not_significant"
"GTPBP10","Mock","ZIKV",3.30225,4.1066,0.314495,0.00735,"yes",0.0283831218926796,"Not_significant"
"RAB33A","Mock","ZIKV",6.8757,9.38684,0.449134,0.00735,"yes",0.0283831218926796,"Not_significant"
