GeneSymbol,in_Zika_Up,in_Zika_Down,in_Dengue_Up,in_Dengue_Down
MYL9,False,True,False,True
MYLIP,True,False,False,False
MYLK,False,True,False,False
MYLK-AS1,False,True,False,False
MYLK4,False,False,False,True
MYNN,True,False,False,False
MYO10,False,True,True,False
MYO19,False,False,True,False
MYO1B,False,True,False,True
MYO1D,False,False,True,False
MYO3B,False,False,False,True
MYO5C,False,True,False,False
MYO7A,False,False,True,False
MYO9A,True,False,False,True
MYO9B,True,False,False,True
MYOF,True,False,False,False
MYSM1,True,False,False,False
MYZAP,False,False,False,True
MZB1,False,False,True,False
MZF1,False,True,False,False
MZT1,False,False,True,False
N4BP1,True,False,False,False
N4BP2L1,True,False,False,True
N4BP3,True,False,False,True
N6AMT1,False,True,False,False
NAA15,False,False,True,False
NAA16,True,False,False,False
NAA20,False,False,True,False
NAA25,True,False,True,False
NAA30,True,False,False,False
NAA40,False,True,False,False
NAA50,False,False,True,False
NAA60,True,False,False,False
NAAA,False,True,False,True
NAALAD2,False,True,False,False
NAALADL1,False,False,False,True
NAB1,False,True,False,False
NAB2,True,False,False,False
NABP2,False,True,False,False
NACAD,True,False,False,False
NACC2,True,False,False,False
NADK2,False,False,True,False
NADKD1,True,False,False,False
NAE1,False,True,False,False
NAGA,False,True,False,False
NAGLU,False,True,False,False
NAGPA,False,True,False,False
NALCN,True,False,False,False
NAMPT,True,False,False,False
NANS,True,False,True,False
NAP1L1,False,True,False,True
NAP1L2,True,False,False,False
NAP1L3,True,False,False,True
NAP1L4,False,True,True,False
NAP1L5,True,False,False,True
NAPA,False,False,True,False
NAPB,True,False,False,False
NAPEPLD,False,True,False,False
NAPG,False,False,True,False
NARS,True,False,False,False
NARS1,False,False,True,False
NARS2,False,False,True,False
NASP,False,True,True,False
NAT1,False,False,True,False
NAT14,False,True,False,False
NAT8,False,False,True,False
NAT9,False,True,False,False
NATD1,False,False,False,True
NAV3,True,False,False,False
NBEAL1,True,False,False,False
NBEAL2,True,False,False,False
NBN,False,True,True,False
NBPF1,False,False,False,True
NBPF11,False,False,False,True
NBPF14,True,False,False,False
NBPF15,False,False,False,True
NBPF3,False,True,False,True
NBPF9,False,False,False,True
NBR1,True,False,False,False
NCAM1,False,False,False,True
NCAN,False,True,False,False
NCAPD2,False,True,True,False
NCAPD3,False,True,True,False
NCAPG,False,False,True,False
NCAPG2,False,True,True,False
NCAPH,False,True,True,False
NCAPH2,False,False,True,False
NCBP1,False,False,True,False
NCBP2,False,True,True,False
NCBP2AS2,False,False,False,True
NCDN,False,True,True,False
NCEH1,True,False,False,False
NCF1B,True,False,False,False
NCF2,False,True,False,False
NCK1,True,False,False,False
NCK2,False,False,False,True
NCKAP5L,True,False,False,False
NCLN,False,True,True,False
NCOA1,False,False,False,True
NCOA2,True,False,False,False
NCOA3,True,False,True,False
NCOA5,False,True,False,False
NCOA7,True,False,True,False
NCOR1,True,False,False,False
NCOR2,True,False,False,False
NCR1,False,False,False,True
NCR3,False,False,False,True
NCRNA00185,False,True,False,False
NDC1,False,False,True,False
NDC80,False,True,True,False
NDE1,False,True,False,True
NDEL1,True,False,False,False
NDFIP2,False,False,True,False
NDNL2,True,False,False,False
NDP,False,True,False,False
NDRG1,True,False,False,False
NDRG2,False,True,False,True
NDRG3,False,True,False,True
NDRG4,True,False,False,False
NDST1,False,True,False,False
NDUFA1,False,False,True,False
NDUFA11,False,True,False,False
NDUFA12,False,False,True,False
NDUFA13,False,False,True,False
NDUFA2,False,False,True,False
NDUFA5,True,False,False,False
NDUFA6,False,False,True,False
NDUFA7,False,True,True,False
NDUFA8,False,False,True,False
NDUFA9,False,False,True,False
NDUFAB1,False,False,True,False
NDUFAF1,True,False,True,False
NDUFAF2,True,False,False,False
NDUFAF4,False,False,True,False
NDUFAF5,True,False,True,False
NDUFAF6,False,False,True,False
NDUFB1,False,True,False,False
NDUFB2,False,True,True,False
NDUFB3,False,True,True,False
NDUFB4,False,False,True,False
NDUFB5,False,False,True,False
NDUFB6,False,True,True,False
NDUFB8,False,True,True,False
NDUFB9,False,False,True,False
NDUFC1,False,False,True,False
NDUFC2-KCTD14,False,False,True,False
NDUFS1,True,False,True,False
NDUFS2,False,False,True,False
NDUFS3,False,False,True,False
NDUFS4,False,False,True,False
NDUFS5,False,True,True,False
NDUFS6,False,False,True,False
NDUFS7,False,False,True,False
NDUFV2,False,False,True,False
NDUFV3,True,False,False,False
NEAT1,False,True,False,False
NECAB2,False,True,False,False
NECAP1,True,False,False,False
NECTIN1,False,False,False,True
NECTIN2,True,False,True,False
NEDD4,True,False,False,False
NEDD8,False,True,False,False
NEDD9,False,True,False,False
NEFH,False,True,True,False
NEFL,True,False,False,True
NEFM,True,False,False,False
NEGR1,False,False,False,True
NEIL1,False,True,False,True
NEIL3,False,True,True,False
NEK1,False,False,True,False
NEK2,False,True,True,False
NEK4,True,False,False,False
NEK6,False,True,False,True
NEK7,True,False,False,False
NEK9,False,True,False,False
NELFA,True,False,False,False
NELFCD,False,True,False,False
NELL2,False,True,False,True
NEMF,True,False,True,False
NEMP1,False,False,True,False
NENF,False,True,False,False
NEO1,False,False,False,True
NES,False,True,True,False
NET1,False,False,True,False
NETO2,False,True,True,False
NEU1,True,False,True,False
NEURL,True,False,False,False
NEURL1,False,False,False,True
NEURL1B,False,True,False,False
NEURL3,True,False,False,False
NEUROD4,False,True,False,False
NEUROG1,False,True,False,False
NEUROG2,False,True,False,False
NEXN,False,False,True,False
NFAT5,True,False,False,False
NFATC1,False,False,False,True
NFATC2,False,False,False,True
NFATC2IP,False,True,False,False
NFATC3,False,False,False,True
NFATC4,False,True,False,False
NFE2L1,True,False,False,False
NFE2L2,True,False,False,False
NFE2L3,False,True,False,False
NFIA,True,False,False,False
NFIC,False,False,False,True
NFIL3,True,False,False,False
NFKB1,True,False,False,False
NFKB2,True,False,False,False
NFKBIA,True,True,False,False
NFKBIE,True,False,False,False
NFKBIZ,True,False,False,False
NFRKB,True,False,False,False
NFS1,False,False,True,False
NFU1,True,False,True,False
NFX1,True,False,False,False
NFXL1,True,False,False,False
NFYA,False,False,False,True
NGDN,True,False,False,False
NGFR,True,False,False,False
NGFRAP1,False,True,False,False
NGLY1,False,False,True,False
NHLH1,False,True,False,False
NHLH2,True,False,False,False
NHLRC2,True,False,False,False
NHLRC3,False,True,True,False
NHP2,False,True,False,False
NHS,True,False,False,True
NHSL1,True,False,False,False
NIBAN3,False,False,False,True
NICN1,False,True,False,False
NID1,False,True,False,False
NIF3L1,False,False,True,False
NIN,False,True,False,False
NINL,False,False,False,True
NIPA2,False,False,True,False
NIPAL1,False,False,True,False
NIPAL2,False,False,False,True
NIPAL3,True,False,False,False
NIPAL4,False,False,False,True
NIPBL,True,False,False,False
NIPSNAP3A,False,True,False,False
NIPSNAP3B,False,False,False,True
NISCH,True,False,False,False
NIT2,False,True,False,False
NKAIN4,False,True,False,False
NKAP,True,False,True,False
NKAPP1,False,True,False,False
NKD1,False,False,False,True
NKG7,False,False,False,True
NKRF,True,False,False,False
NLGN2,False,True,False,True
NLGN3,False,True,False,False
NLK,False,False,True,False
NLN,False,True,False,False
NLRC3,False,False,False,True
NLRP1,False,False,False,True
NLRP7,False,False,True,False
NMD3,True,False,False,False
NME1,False,True,True,False
NME1-NME2,False,False,True,False
NME2,False,False,True,False
NME4,False,True,False,True
NME5,False,True,False,False
NME7,False,False,True,False
NMI,False,False,True,False
NMNAT1,False,False,True,False
NMNAT2,True,False,False,False
NMNAT3,False,False,False,True
NMT2,False,True,False,True
NMU,False,True,False,False
NMUR1,False,False,False,True
NNAT,False,True,False,False
NNT,False,False,True,False
NOAZFP,False,False,True,False
NOB1,True,False,False,False
NOC2L,False,False,True,False
NOC3L,False,False,True,False
NOC4L,False,False,True,False
NOCT,True,False,False,False
NOD1,False,True,False,False
NOG,True,False,False,True
NOL10,True,False,True,False
NOL11,False,False,True,False
NOL12,False,True,False,False
NOL3,False,False,True,False
NOL4L,False,False,False,True
NOL6,False,False,True,False
NOL7,True,False,True,False
NOL8,False,False,True,False
NOLC1,False,False,True,False
NOMO1,False,False,True,False
NOMO2,False,False,True,False
NOMO3,False,False,True,False
NONO,False,True,False,False
NOP10,False,False,True,False
NOP16,False,False,True,False
NOP2,False,False,True,False
NOP53,False,False,False,True
NOP56,False,True,True,False
NOP58,True,False,True,False
NOP9,False,False,True,False
NORAD,False,True,False,False
NOS1AP,False,False,True,False
NOS3,False,False,False,True
NOSIP,True,False,False,False
NOSTRIN,False,True,False,False
NOTCH2,False,True,False,False
NOTCH2NLB,False,False,False,True
NOX4,False,True,False,False
NOXA1,False,True,False,True
NOXRED1,False,True,False,False
NPAS2,False,False,False,True
NPAS4,False,True,False,False
NPC1,True,False,False,False
NPDC1,False,True,False,False
NPIP,True,False,False,False
NPIPB2,False,False,True,False
NPIPB9,False,False,True,False
NPL,False,True,False,False
NPM3,False,True,True,False
NPR2,False,True,False,False
NPTX1,False,True,False,False
NPTX2,False,True,False,False
NPTXR,False,False,False,True
NQO1,False,False,True,False
NR1D1,True,False,False,True
NR1D2,True,False,False,True
NR1H2,False,True,False,False
NR1H3,False,True,False,False
NR2C1,False,True,False,False
NR2E1,False,True,False,False
NR2E3,False,True,False,False
NR2F1,False,True,False,False
NR2F2,False,True,False,False
NR2F6,True,False,False,False
NR3C1,True,False,False,True
NR3C2,True,False,False,True
NR4A1,True,False,False,True
NR4A2,False,False,False,True
NR4A3,True,False,False,True
NRARP,False,False,False,True
NRAS,False,False,True,False
NRBF2,True,False,False,False
NRBP1,True,False,False,False
NRBP2,False,True,False,False
NRCAM,False,False,False,True
NRDC,False,False,True,False
NRDE2,False,True,False,False
NREP,False,True,False,False
NRF1,True,False,False,False
NRGN,False,True,False,False
NRIP1,True,False,False,False
NRIP2,False,False,False,True
NRM,False,True,False,False
NRN1,False,False,True,False
NRP1,True,False,False,False
NRP2,True,False,False,True
NRTN,False,True,False,False
NRXN1,True,False,False,False
NRXN2,False,False,False,True
NS3BP,False,True,False,False
NSD2,False,False,True,False
NSDHL,True,False,True,False
NSF,True,False,True,False
NSG1,False,False,False,True
NSL1,False,False,True,False
NSMAF,False,True,False,False
NSMCE2,True,False,True,False
NSMCE3,False,False,False,True
NSMCE4A,False,True,False,False
NSMF,False,False,False,True
NSRP1,False,False,True,False
NSUN2,True,False,True,False
NSUN4,True,False,False,False
NSUN5P1,False,True,False,False
NSUN5P2,False,True,False,False
NSUN7,False,True,False,True
NT5C2,True,False,False,False
NT5C3A,False,False,True,False
NT5DC2,False,True,True,False
NT5DC3,False,True,False,False
NT5E,False,False,False,True
NT5M,False,True,False,False
NTAN1,False,True,False,False
NTAQ1,False,False,True,False
NTHL1,False,True,True,False
NTM,False,True,False,False
NTMT1,False,False,True,False
NTN1,False,True,False,False
NTN4,False,True,False,False
NTRK1,False,True,False,True
NTRK2,False,True,False,False
NTSR1,False,True,False,False
NUAK1,True,False,False,True
NUAK2,False,False,False,True
NUB1,True,False,False,False
NUBP1,False,True,False,False
NUCB2,True,False,True,False
NUCKS1,False,True,False,False
NUCLEOLIN,False,False,True,False
NUDC,False,False,True,False
NUDCD1,False,False,True,False
NUDCD2,False,True,False,False
NUDT1,False,True,True,False
NUDT11,False,False,False,True
NUDT13,False,True,False,False
NUDT14,False,True,False,False
NUDT15,False,True,False,False
NUDT16L1,True,False,False,True
NUDT18,False,True,True,False
NUDT4,True,False,False,False
NUDT4P1,True,False,False,False
NUDT5,False,False,True,False
NUDT6,False,False,True,False
NUDT7,False,True,False,False
NUDT9,False,False,True,False
NUF2,False,True,True,False
NUFIP1,True,False,False,False
NUFIP2,True,False,False,False
NUGGC,False,False,True,False
NUMA1,False,False,False,True
NUMB,True,False,False,False
NUP107,False,True,True,False
NUP133,False,False,True,False
NUP155,False,False,True,False
NUP188,False,False,True,False
NUP205,False,False,True,False
NUP210,False,True,False,False
NUP35,False,False,True,False
NUP37,False,False,True,False
NUP42,False,False,True,False
NUP43,False,True,False,False
NUP54,False,False,True,False
NUP58,False,False,True,False
NUP62CL,False,True,False,False
NUP85,False,True,True,False
NUS1,True,False,True,False
NUSAP1,False,True,True,False
NVL,True,False,True,False
NXF1,True,False,False,False
NXPE3,True,False,True,False
NXPH2,False,True,False,False
NXPH4,False,False,False,True
NXT2,False,True,False,False
NYAP1,True,False,False,True
OAF,False,True,False,False
OARD1,False,True,False,False
OAS1,False,False,True,False
OAS2,True,False,True,False
OAS3,False,False,True,False
OASL,True,False,True,False
OAZ1,True,False,False,False
OAZ2,False,False,False,True
OBFC1,True,False,False,False
OBSCN,False,False,False,True
OBSL1,False,True,False,False
OCA2,False,True,False,False
OCLN,False,True,False,False
OCM,False,False,False,True
ODAD1,False,False,False,True
ODC1,True,False,False,False
ODR4,False,False,True,False
OFD1,False,True,False,False
OGFOD1,True,False,True,False
OGFOD3,False,True,False,False
OGFRL1,True,False,False,True
OGG1,False,True,False,False
OGT,False,True,False,False
OIP5,False,True,True,False
OIP5-AS1,True,False,False,False
OLFM1,False,False,False,True
OLFM3,False,True,False,False
OLFML2A,False,True,False,False
OLFML2B,False,True,False,False
OLFML3,False,True,True,False
OLIG1,False,True,False,False
OLIG3,False,True,False,False
OLR1,False,False,True,False
OMA1,False,False,True,False
ONECUT1,True,False,False,False
OPA3,False,False,True,False
OPCML,False,True,False,False
OPN3,False,False,False,True
OPRK1,False,True,False,False
OPRL1,True,False,False,False
OPTN,True,False,False,False
OR51E2,False,True,False,False
OR7E24,False,False,True,False
ORAI1,False,False,False,True
ORAOV1,False,True,False,False
ORC1,False,True,True,False
ORC2,False,True,True,False
ORC3,False,False,True,False
ORC5,False,False,True,False
ORC6,False,True,True,False
ORMDL1,False,True,False,False
ORMDL2,False,False,True,False
OSBP,True,False,False,False
OSBP2,True,False,False,False
OSBPL2,True,False,False,False
OSBPL3,False,True,False,False
OSBPL6,True,False,False,False
OSBPL7,False,True,False,True
OSBPL9,False,False,True,False
OSGEPL1,False,True,False,False
OSGIN2,True,False,False,False
OSM,False,False,False,True
OSTC,True,False,True,False
OSTM1,True,False,False,False
OTOF,False,False,True,False
OTUD1,True,False,False,True
OTUD3,True,False,False,False
OTUD4,True,False,False,False
OTUD7A,False,False,False,True
OTUD7B,True,False,False,False
OTX1,False,True,False,False
OTX2-AS1,False,True,False,False
OVGP1,True,False,False,True
OXA1L,True,False,False,False
OXCT1,False,False,True,False
OXCT2,False,False,True,False
OXLD1,False,True,False,False
OXR1,False,False,True,False
OXSM,False,False,True,False
OXSR1,True,False,False,False
OXTR,False,True,False,False
P2RX6,False,True,False,False
P2RY1,False,True,False,False
P2RY6,False,False,True,False
P2RY8,False,False,False,True
P3H4,False,False,False,True
P4HA1,True,False,False,False
P4HA2,True,False,False,False
P4HB,True,False,True,False
PA2G4,False,True,False,False
PAAF1,False,False,True,False
PABPC1,False,False,False,True
PABPC1L,False,True,False,False
PABPN1,False,True,False,False
PACS1,True,False,False,True
PACS2,False,False,False,True
PACSIN1,False,False,True,False
PACSIN2,True,False,False,False
PACSIN3,False,True,False,False
PADI2,False,False,False,True
PAF1,False,False,True,False
PAFAH2,False,True,False,True
PAGR1,False,True,True,False
PAICS,False,True,True,False
PAIP2B,True,False,False,True
PAK1,False,True,False,False
PAK1IP1,False,False,True,False
PAK3,True,False,False,False
PALD1,False,True,True,False
PALLD,False,False,False,True
PALM,False,False,False,True
PAM,False,True,False,False
PAM16,False,False,True,False
PAN2,False,True,False,False
PAN3,True,False,False,False
PANK3,True,False,False,False
PAPD5,True,False,False,False
PAPOLG,True,False,False,False
PAPPA,False,True,False,False
PAPSS2,False,True,False,True
PAQR4,False,True,True,False
PAQR6,False,True,False,False
PAQR7,False,False,False,True
PAQR8,False,True,False,False
"PAR-SN,SNORD107",True,False,False,False
PAR1,False,True,False,False
PAR5,True,False,False,False
PARD3B,True,False,False,False
PARD6B,True,False,False,False
PARG,False,False,True,False
PARK7,False,False,True,False
PARM1,False,False,True,False
PARN,True,False,False,False
PARP1,False,True,True,False
PARP11,False,False,True,False
PARP12,False,False,True,False
PARP14,True,False,True,False
PARP16,False,True,False,True
PARP2,False,False,True,False
PARP4,False,True,False,False
PARP6,True,False,False,False
PARP8,True,False,False,False
PARP9,False,False,True,False
PARPBP,False,True,True,False
PASK,False,True,False,False
PATJ,False,False,False,True
PATL1,True,False,False,False
PATZ1,False,True,False,True
PAWR,True,False,False,False
PAX2,True,False,False,False
PAX5,False,False,False,True
PAX6,False,True,False,False
PAXX,False,False,False,True
PBDC1,False,False,True,False
PBK,False,True,True,False
PBRM1,False,True,False,False
PBX1,False,False,False,True
PBX2,False,True,False,False
PBX3,False,False,False,True
PBX4,False,True,False,False
PBXIP1,False,True,False,True
PC,False,True,False,False
PCBD1,False,True,False,False
PCBD2,False,True,False,False
PCBP1,False,True,False,False
PCBP2,False,False,False,True
PCBP4,False,False,False,True
PCCB,False,False,True,False
PCDH1,True,False,False,True
PCDH10,True,False,False,False
PCDH15,True,False,False,False
PCDH17,True,False,False,False
PCDH19,True,False,False,False
PCDH20,True,False,False,False
PCDH8,True,False,False,False
PCDH9,True,False,False,True
PCDHB10,False,True,False,False
PCDHB15,False,True,False,False
PCDHB2,False,True,False,False
PCDHB3,False,True,False,False
PCDHB4,False,True,False,False
PCDHB5,False,True,False,False
PCDHB8,True,False,False,False
PCDHGB6,False,False,False,True
PCED1A,False,True,False,True
PCF11,True,False,False,False
PCGF6,False,False,True,False
PCID2,True,False,False,False
PCK2,True,False,True,False
PCLAF,False,False,True,False
PCLO,True,False,False,False
PCMT1,False,False,True,False
PCMTD1,True,False,False,False
PCMTD2,False,False,False,True
PCNA,False,True,True,False
PCNA-AS1,False,True,False,False
PCNX,True,False,False,False
PCNX2,False,False,False,True
PCNXL2,True,False,False,False
PCOLCE,False,False,False,True
PCSK1N,True,False,False,False
PCSK5,True,False,False,True
PCSK6,False,True,False,True
PCSK7,False,False,False,True
PCSK9,True,False,False,False
PCYOX1L,False,True,False,True
PCYT1A,True,False,True,False
PCYT2,True,False,False,False
PDCD1,False,False,True,False
PDCD10,False,False,True,False
PDCD1LG2,False,False,True,False
PDCD2,False,True,False,False
PDCD2L,True,False,True,False
PDCD5,False,True,True,False
PDCD6,False,True,False,False
PDCD7,True,False,False,False
PDCL3,False,True,True,False
PDCL3P4,False,True,False,False
PDDC1,False,True,False,False
PDE12,True,False,False,False
PDE2A,True,False,False,False
PDE3A,True,False,False,False
PDE3B,False,True,False,True
PDE4A,True,False,False,False
PDE4D,True,False,False,False
PDE4DIP,True,False,False,False
PDE5A,False,True,False,False
PDE6G,False,False,False,True
PDE7B,False,False,False,True
PDE8A,False,False,False,True
PDE8B,False,False,False,True
PDE9A,True,False,False,False
PDF,False,False,True,False
PDGFA,True,False,False,False
PDGFC,True,False,False,False
PDGFD,False,True,False,True
PDHA1,False,False,True,False
PDHB,False,False,True,False
PDHX,True,False,True,False
PDIA3,False,False,True,False
PDIA4,True,False,True,False
PDIA5,True,False,True,False
PDIA6,False,False,True,False
PDIK1L,True,False,True,False
PDK1,False,False,True,False
PDK3,False,False,False,True
PDLIM1,False,True,False,False
PDLIM2,False,True,False,False
PDLIM4,False,True,False,False
PDP2,True,False,False,False
PDPK1,True,False,False,False
PDPN,False,True,False,False
PDRG1,True,False,False,False
PDSS1,False,False,True,False
PDSS2,True,False,True,False
PDXDC1,True,False,False,False
PDXDC2P,False,True,False,False
PDXK,True,False,True,False
PDXP,False,True,False,False
PDZD11,False,True,True,False
PDZD2,False,False,False,True
PDZD4,False,False,False,True
PDZD8,True,False,False,True
PDZRN3,True,False,False,False
PEA15,False,True,False,True
PEAK1,True,False,False,False
PEBP1,False,True,True,False
PEF1,False,False,True,False
PEG10,True,False,False,True
PEG3,True,False,False,False
PELI1,True,False,False,False
PELI2,True,False,False,False
PELO,True,False,True,False
PEMT,False,True,False,False
PENK,False,True,False,False
PER1,True,False,False,False
PER2,True,False,False,False
PERP,False,False,True,False
PES1,False,False,True,False
PET100,False,True,False,False
PET117,False,False,True,False
PEX10,False,True,False,False
PEX11A,False,True,False,False
PEX13,True,False,False,False
PEX14,False,False,True,False
PEX19,False,True,False,False
PEX2,False,False,True,False
PEX3,False,True,True,False
PEX39,False,False,False,True
PEX5,True,False,False,False
PEX5L,True,False,False,False
PFAS,False,True,True,False
PFDN2,False,False,True,False
PFDN4,True,False,True,False
PFDN5,False,False,False,True
PFDN6,False,True,True,False
PFKFB1,False,False,True,False
PFKFB2,True,False,False,False
PFKFB3,False,True,False,False
PFKFB4,True,False,False,False
PFKM,False,False,True,False
PFKP,False,False,True,False
PFN2,False,True,False,True
PGAM1,False,False,True,False
PGAM5,False,False,True,False
PGAP1,False,False,True,False
PGAP3,False,True,False,True
PGBD1,True,False,True,False
PGBD2,False,True,False,False
PGD,False,True,False,False
PGF,True,False,False,False
PGGT1B,True,False,False,False
PGLS,False,False,False,True
PGM2,False,False,True,False
PGM2L1,True,False,False,False
PGM3,True,False,True,False
PGM5,False,True,False,True
PGM5P2,False,True,False,False
PGPEP1,True,False,False,False
PGRMC2,False,True,True,False
PGS1,False,True,False,False
PHACTR3,True,False,False,False
PHAX,False,False,True,False
PHB,False,True,False,False
PHB1,False,False,True,False
PHC1,False,False,False,True
PHC2,False,True,False,False
PHC3,True,False,False,False
PHETA2,False,False,True,False
PHF12,True,False,False,False
PHF13,False,False,False,True
PHF17,True,False,False,False
PHF19,False,True,False,False
PHF2,False,False,False,True
PHF20,False,False,False,True
PHF21A,True,False,False,False
PHF21B,True,False,False,False
PHF23,True,False,False,False
PHF3,True,False,False,False
PHF5A,False,True,False,False
PHF6,False,True,True,False
PHF7,False,True,False,True
PHGDH,True,False,True,False
PHKA1,False,False,True,False
PHKA2,False,True,False,False
PHLDA1,True,False,False,False
PHLDA3,True,False,True,False
PHLDB1,True,False,False,False
PHLDB2,False,True,False,True
PHLDB3,True,False,False,False
PHLPP1,False,False,False,True
PHLPP2,True,False,False,True
PHPT1,False,True,True,False
PHRF1,True,False,False,False
PHTF1,False,True,True,False
PHYH,True,False,False,False
PHYHD1,False,False,True,False
PHYHIPL,True,False,False,False
PI15,False,True,False,False
PI16,False,False,False,True
PI4K2A,True,False,False,True
PI4K2B,False,False,True,False
PI4KA,False,False,False,True
PI4KB,False,False,False,True
PIANP,False,True,False,True
PIAS4,True,False,True,False
PICALM,True,False,False,False
PICK1,False,True,False,False
PID1,True,False,False,True
PIEZO2,False,True,True,False
PIF1,False,True,True,False
PIFO,False,True,False,False
PIGA,True,False,False,False
PIGBOS1,False,False,True,False
PIGC,False,True,False,False
PIGF,False,True,True,False
PIGH,False,False,True,False
PIGK,False,False,True,False
PIGL,True,False,False,True
PIGM,False,True,False,False
PIGN,False,True,True,False
PIGO,False,True,False,False
PIGQ,False,True,False,False
PIGU,False,True,True,False
PIGV,False,True,False,False
PIGW,False,True,False,False
PIGX,False,True,False,False
PIGZ,False,True,False,True
PIH1D1,True,False,False,False
PIK3C2A,True,False,False,False
PIK3C2B,True,False,False,True
PIK3CA,True,False,False,False
PIK3CB,True,False,False,False
PIK3CG,False,False,True,False
PIK3IP1,False,False,False,True
PIK3R1,False,False,False,True
PIK3R3,False,True,False,False
PIKFYVE,True,False,False,False
PILRB,False,False,False,True
PIM2,True,False,True,False
PIM3,True,False,False,False
PIMREG,False,False,True,False
PIN1,False,True,False,False
PIN4,False,True,False,False
PINK1,False,False,False,True
PINLYP,False,False,True,False
PINX1,False,False,True,False
PIP4K2A,False,False,False,True
PIP4K2B,False,False,False,True
PIP5K1A,True,False,False,False
PIP5K1B,False,False,True,False
PIP5K1C,False,False,False,True
PIPOX,False,True,False,False
PIR,False,False,True,False
PITHD1,False,False,False,True
PITPNB,False,False,True,False
PITPNC1,True,False,False,True
PITPNM1,True,False,False,True
PITPNM2,False,False,False,True
PITPNM3,False,False,True,False
PITRM1,True,False,False,False
PITX1,False,False,True,False
PJA1,True,False,False,False
PJA2,True,False,False,False
PKD1,False,False,False,True
PKD1P1,True,False,False,False
PKD2,False,True,False,False
PKHD1L1,False,False,True,False
PKI55,False,True,False,False
PKIA,False,False,False,True
PKIB,True,False,False,False
PKIG,False,False,False,True
PKM,False,True,False,False
PKMYT1,False,True,True,False
PKN1,True,False,False,True
PKN3,False,True,False,False
PKNOX2,True,False,False,False
PLA2G12A,False,True,False,False
PLA2G15,False,True,False,False
PLA2G16,True,False,False,False
PLA2G4A,False,False,True,False
PLA2G6,False,False,False,True
PLAA,True,False,True,False
PLAAT2,False,False,True,False
PLAC8,False,False,True,False
PLAC9,False,True,False,False
PLAG1,True,False,False,False
PLAGL1,False,True,False,False
PLAGL2,True,False,False,False
PLAT,False,True,True,False
PLAU,False,True,False,False
PLAUR,False,True,False,True
PLCB1,True,False,False,True
PLCB2,False,True,False,False
PLCB3,False,True,False,False
PLCB4,True,False,True,False
PLCD1,True,False,False,False
PLCE1,False,True,False,False
PLCG2,False,False,True,False
PLCH1,False,False,False,True
PLCH2,False,False,False,True
PLCL1,True,False,False,True
PLCL2,True,False,False,False
PLD2,False,True,False,False
PLD4,False,False,False,True
PLD5,False,True,False,False
PLD6,True,False,False,False
PLEC,True,False,False,False
PLEKHA1,True,False,False,True
PLEKHA3,True,False,False,False
PLEKHA5,True,False,False,True
PLEKHB1,False,True,False,True
PLEKHB2,True,False,False,False
PLEKHF2,True,False,False,False
PLEKHG1,True,False,False,True
PLEKHG2,False,True,False,False
PLEKHG3,False,True,False,True
PLEKHG4,False,False,False,True
PLEKHG4B,False,True,False,False
PLEKHH1,False,True,True,False
PLEKHH2,False,True,False,True
PLEKHH3,True,False,True,False
PLEKHJ1,False,True,False,False
PLEKHM2,True,False,False,False
PLEKHM3,True,False,False,True
PLEKHN1,False,False,True,False
PLEKHO1,False,True,False,False
PLIN2,False,True,False,False
PLIN3,False,True,False,False
PLIN5,False,True,False,True
PLK1,False,True,True,False
PLK1S1,True,False,False,False
PLK2,True,False,False,True
PLK3,True,False,False,False
PLK4,False,True,True,False
PLLP,False,False,False,True
PLOD1,False,True,False,False
PLOD2,False,True,False,False
PLP1,False,True,False,False
PLPP3,False,False,True,False
PLPP7,False,False,False,True
PLRG1,False,False,True,False
PLS1,False,True,True,False
PLS3,False,False,True,False
PLSCR1,False,False,True,False
PLSCR4,False,False,True,False
PLTP,True,False,False,False
PLXDC1,False,False,False,True
PLXNA2,False,True,False,False
PLXNA4,True,False,False,True
PLXNB1,False,True,False,False
PLXND1,False,True,False,True
PM20D2,False,True,True,False
PMAIP1,True,False,False,False
PMEL,False,True,True,False
PMEPA1,True,False,False,False
PMF1,False,True,False,False
PML,True,False,True,False
PMM1,True,False,False,False
PMM2,True,False,True,False
PMP22,False,True,False,True
PMPCA,False,True,True,False
PMS2,True,False,False,False
PMS2CL,True,False,False,False
PMVK,False,False,True,False
PNCK,False,True,False,False
PNISR,False,True,False,False
PNMA1,False,False,False,True
PNMA2,False,True,False,False
PNMA3,False,True,False,False
PNMAL1,True,False,False,False
PNN,False,True,False,False
PNO1,False,False,True,False
PNPLA1,False,False,True,False
PNPLA2,True,False,False,False
PNPLA3,True,False,False,False
PNPLA7,False,False,False,True
PNPLA8,True,False,False,False
PNPO,False,False,True,False
PNPT1,False,False,True,False
PNRC1,False,False,False,True
PNRC2,False,True,False,False
POC1A,False,True,True,False
PODN,False,False,False,True
PODXL,False,True,True,False
PODXL2,False,True,False,True
POFUT1,False,True,False,False
POFUT2,True,False,False,False
POFUT4,False,False,False,True
POGLUT1,False,False,True,False
POGLUT2,False,False,True,False
POGLUT3,False,False,True,False
POLA1,False,True,True,False
POLA2,False,True,True,False
POLB,False,False,True,False
POLD1,False,True,True,False
POLD2,False,True,False,False
POLD3,False,True,True,False
POLD4,False,False,False,True
